pathogen_name	taxonid	ARG_name	aro_id	frequency	antibiotic_name	drugclass	associated_MGE_type	associated_MGE_element
Listeria monocytogenes	1639	Spd	3002631	0.000019	Spectinomycin	Aminoglycoside antibiotic		
Listeria monocytogenes	1639	APH(3')-IIa	3002644	0.000038	Butirosin,Gentamicin B,Kanamycin A,Neomycin,Paromomycin,Ribostamycin	Aminoglycoside antibiotic		
Listeria monocytogenes	1639	APH(3')-IIIa	3002647	0.000366	Amikacin,Butirosin,Gentamicin B,Isepamicin,Kanamycin A,Neomycin,Paromomycin,Ribostamycin	Aminoglycoside antibiotic		
Listeria monocytogenes	1639	CatI	3002683	0.001539	Azidamfenicol,Chloramphenicol,Thiamphenicol	Phenicol antibiotic		
Listeria monocytogenes	1639	FexA	3002704	0.000539	Chloramphenicol,Florfenicol	Phenicol antibiotic	transposon	Tn558
Listeria monocytogenes	1639	QnrB19	3002734	0.000058	CiprOfloxacin	Fluoroquinolone antibiotic		
Listeria monocytogenes	1639	MsrC	3002819	0.000038	Erythromycin,Quinupristin	Macrolide antibiotic,Streptogramin antibiotic		
Listeria monocytogenes	1639	ErmY	3002825	0.000019	Azithromycin,Erythromycin,Oleandomycin	Macrolide antibiotic		
Listeria monocytogenes	1639	VgaA	3002829	0.000077	Clindamycin,Virginiamycin M1	Lincosamide antibiotic,Streptogramin antibiotic		
Listeria monocytogenes	1639	VgaALC	3002830	0.000038	Clindamycin,Lincomycin,Virginiamycin M1	Lincosamide antibiotic,Streptogramin antibiotic	plasmid	pAMT3
Listeria monocytogenes	1639	LnuA	3002835	0.000077	Lincomycin,Pirlimycin	Lincosamide antibiotic	plasmid	pLNU4(rep21),pLNU7(rep21)
Listeria monocytogenes	1639	LnuB	3002836	0.000481	Clindamycin,Lincomycin	Lincosamide antibiotic		
Listeria monocytogenes	1639	DfrA17	3002860	0.000019	Trimethoprim	Diaminopyrimidine antibiotic		
Listeria monocytogenes	1639	DfrC	3002865	0.000077	Trimethoprim	Diaminopyrimidine antibiotic		
Listeria monocytogenes	1639	DfrD	3002866	0.000115	Trimethoprim	Diaminopyrimidine antibiotic		
Listeria monocytogenes	1639	DfrG	3002868	0.001097	Trimethoprim	Diaminopyrimidine antibiotic		
Listeria monocytogenes	1639	DfrE	3002875	0.000231	Trimethoprim	Diaminopyrimidine antibiotic		
Listeria monocytogenes	1639	SAT-4	3002897	0.000019	Streptothricin	Nucleoside antibiotic		
Listeria monocytogenes	1639	VanR gene in vanC cluster	3002922	0.000269		glycoPeptide antibiotic		
Listeria monocytogenes	1639	QacA	3003046	0.000173		Fluoroquinolone antibiotic	plasmid	pCSF41498_1
Listeria monocytogenes	1639	LsaE	3003206	0.000462	Lincomycin,Pleuromutilin	Lincosamide antibiotic,Pleuromutilin antibiotic		
Listeria monocytogenes	1639	Staphylococcus aureus gyrB conferring resistance to aminocoumarin	3003301	0.000038	Clorobiocin,Coumermycin A1,Novobiocin	Aminocoumarin antibiotic		
Listeria monocytogenes	1639	OptrA	3003746	0.000058	Chloramphenicol,Florfenicol,Linezolid,Tedizolid	Oxazolidinone antibiotic,Phenicol antibiotic		
Listeria monocytogenes	1639	Listeria monocytogenes mprF	3003770	0.999557	Defensin	Peptide antibiotic	plasmid	DOp1(repUS43)
Listeria monocytogenes	1639	QacH	3003836	0.00025		Disinfecting agents and antiseptics		
Listeria monocytogenes	1639	Mrx	3003839	0.000019		Macrolide antibiotic		
Listeria monocytogenes	1639	LeuO	3003843	0.000019		Disinfecting agents and antiseptics,Nucleoside antibiotic		
Listeria monocytogenes	1639	Escherichia coli GlpT with mutation conferring resistance to fosfomycin	3003889	0.000019	Fosfomycin	Phosphonic acid antibiotic		
Listeria monocytogenes	1639	ANT(4')-Ib	3003905	0.000038	Amikacin,Dibekacin,Isepamicin,Tobramycin	Aminoglycoside antibiotic		
Listeria monocytogenes	1639	EfrA	3003948	0.000058		Fluoroquinolone antibiotic,Macrolide antibiotic,Rifamycin antibiotic		
Listeria monocytogenes	1639	EfrB	3003949	0.000096		Fluoroquinolone antibiotic,Macrolide antibiotic,Rifamycin antibiotic		
Listeria monocytogenes	1639	TetA(46)	3004032	0.000019		Tetracycline antibiotic		
Listeria monocytogenes	1639	TetB(46)	3004033	0.000019		Tetracycline antibiotic		
Listeria monocytogenes	1639	LnuG	3004085	0.000231	Lincomycin	Lincosamide antibiotic	plasmid	pLM33(rep25)
Listeria monocytogenes	1639	Streptococcus suis chloramphenicol acetyltransferase	3004455	0.001482	Chloramphenicol	Phenicol antibiotic		
Listeria monocytogenes	1639	Lin	3004651	0.997095	Lincomycin	Lincosamide antibiotic	plasmid,IS	IS1182,DOp1(repUS43)
Listeria monocytogenes	1639	CatA8	3004658	0.000269	Chloramphenicol	Phenicol antibiotic		
Listeria monocytogenes	1639	FosD	3004674	0.000019	Fosfomycin	Phosphonic acid antibiotic		
Listeria monocytogenes	1639	QacEdelta1	3005010	0.000019		Disinfecting agents and antiseptics		
Listeria monocytogenes	1639	Cfr(D)	3005021	0.000019	Linezolid,Teicoplanin,Vancomycin	glycoPeptide antibiotic,Oxazolidinone antibiotic		
Listeria monocytogenes	1639	BLMT	3005036	0.000019		glycoPeptide antibiotic		
Listeria monocytogenes	1639	NorC	3007010	0.000019		Disinfecting agents and antiseptics,Fluoroquinolone antibiotic		
Listeria monocytogenes	1639	QacG	3007015	0.000077	Benzalkonium chloride	Disinfecting agents and antiseptics		
Listeria monocytogenes	1639	Msr(G)	3007042	0.000077	Azithromycin,Erythromycin	Macrolide antibiotic		
Listeria monocytogenes	1639	MefF	3007044	0.000077		Macrolide antibiotic		
