pathogen_name,taxonid,ARG_name,frequency,antibiotic_name
Staphylococcus aureus,1280,QacB,0.003846000000000,Fluoroquinolone antibiotic
Staphylococcus aureus,1280,Staphylococcus aureus cls conferring resistance to daptomycin,0.000027000000000,Daptomycin
Staphylococcus aureus,1280,LsaB,0.000177000000000,"Clindamycin,Pleuromutilin"
Staphylococcus aureus,1280,LsaC,0.000014000000000,"Clindamycin,Lincomycin,Pleuromutilin"
Staphylococcus aureus,1280,LsaE,0.017490000000000,"Lincomycin,Pleuromutilin"
Staphylococcus aureus,1280,Staphylococcus aureus rpoB mutants conferring resistance to rifampicin,0.024571000000000,"Rifabutin,Rifampin,Rifapentine,Rifaximin"
Staphylococcus aureus,1280,Staphylococcus aureus gyrA conferring resistance to fluoroquinolones,0.379240000000000,"CiprOfloxacin,Enoxacin,Gatifloxacin,Grepafloxacin,LevOfloxacin,Lomefloxacin,Moxifloxacin,Nalidixic acid,Norfloxacin,Ofloxacin,Pefloxacin,Sparfloxacin,Trovafloxacin"
Staphylococcus aureus,1280,Staphylococcus aureus gyrB conferring resistance to aminocoumarin,0.000027000000000,"Clorobiocin,Coumermycin A1,Novobiocin"
Staphylococcus aureus,1280,Staphylococcus aureus parC conferring resistance to fluoroquinolones,0.415321000000000,"CiprOfloxacin,Enoxacin,Gatifloxacin,Grepafloxacin,LevOfloxacin,Lomefloxacin,Moxifloxacin,Nalidixic acid,Norfloxacin,Ofloxacin,Pefloxacin,Sparfloxacin,Trovafloxacin"
Staphylococcus aureus,1280,Staphylococcus aureus parE conferring resistance to fluoroquinolones,0.030441000000000,"CiprOfloxacin,Enoxacin,Gatifloxacin,Grepafloxacin,LevOfloxacin,Lomefloxacin,Moxifloxacin,Nalidixic acid,Norfloxacin,Ofloxacin,Pefloxacin,Sparfloxacin,Trovafloxacin"
Staphylococcus aureus,1280,Staphylococcus aureus mprF with mutation conferring resistance to daptomycin,0.002650000000000,Daptomycin
Staphylococcus aureus,1280,Staphylococcus aureus pgsA mutations conferring resistance to daptomycin,0.000014000000000,Daptomycin
Staphylococcus aureus,1280,Escherichia coli EF-Tu mutants conferring resistance to Pulvomycin,0.000014000000000,Pulvomycin
Staphylococcus aureus,1280,CfrA,0.001264000000000,"Azidamfenicol,Chloramphenicol,Clindamycin,Dalfopristin,Griseoviridin,Lincomycin,Madumycin II,Thiamphenicol,Tiamulin,Virginiamycin M1"
Staphylococcus aureus,1280,TetR,0.000082000000000,Tetracycline antibiotic
Staphylococcus aureus,1280,EmeA,0.000014000000000,Acriflavine
Staphylococcus aureus,1280,FusB,0.008575000000000,Fusidic acid
Staphylococcus aureus,1280,Staphylococcus aureus ileS with mutation conferring resistance to mupirocin,0.022532000000000,Mupirocin
Staphylococcus aureus,1280,FusC,0.033078000000000,Fusidic acid
Staphylococcus aureus,1280,Staphylococcus aureus fusA with mutation conferring resistance to fusidic acid,0.018455000000000,Fusidic acid
Staphylococcus aureus,1280,OptrA,0.000163000000000,"Chloramphenicol,Florfenicol,Linezolid,Tedizolid"
Staphylococcus aureus,1280,LnuE,0.000014000000000,Lincomycin
Staphylococcus aureus,1280,Staphylococcus aureus murA with mutation conferring resistance to fosfomycin,0.466582000000000,Fosfomycin
Staphylococcus aureus,1280,Staphylococcus aureus walK with mutation conferring resistance to daptomycin,0.000082000000000,Daptomycin
Staphylococcus aureus,1280,Staphylococcus aureus GlpT with mutation conferring resistance to fosfomycin,0.291245000000000,Fosfomycin
Staphylococcus aureus,1280,Staphylococcus aureus UhpT with mutation conferring resistance to fosfomycin,0.000435000000000,Fosfomycin
Staphylococcus aureus,1280,ANT(4')-Ib,0.160905000000000,"Amikacin,Dibekacin,Isepamicin,Tobramycin"
Staphylococcus aureus,1280,Erm(47),0.000014000000000,"Azithromycin,Clindamycin,Erythromycin,Lincomycin,Quinupristin,Spiramycin"
Staphylococcus aureus,1280,ApmA,0.001644000000000,Apramycin
Staphylococcus aureus,1280,YojI,0.000014000000000,Microcin J25
Staphylococcus aureus,1280,EfmA,0.000014000000000,Erythromycin
Staphylococcus aureus,1280,KdpD,0.999198000000000,Aminoglycoside antibiotic
Staphylococcus aureus,1280,LnuG,0.002378000000000,Lincomycin
Staphylococcus aureus,1280,ANT(3'')-IIa,0.000014000000000,"Spectinomycin,Streptomycin"
Staphylococcus aureus,1280,Escherichia coli ampC beta-lactamase,0.000014000000000,Penicillin
Staphylococcus aureus,1280,Streptococcus suis chloramphenicol acetyltransferase,0.001563000000000,Chloramphenicol
Staphylococcus aureus,1280,Enterococcus faecium chloramphenicol acetyltransferase,0.006428000000000,Chloramphenicol
Staphylococcus aureus,1280,Staphylococcus intermedius chloramphenicol acetyltransferase,0.005939000000000,Chloramphenicol
Staphylococcus aureus,1280,Enterococcus faecalis chloramphenicol acetyltransferase,0.004797000000000,Chloramphenicol
Staphylococcus aureus,1280,PoxtA,0.000027000000000,"Chloramphenicol,Doxycycline,Florfenicol,Linezolid,Tetracycline"
Staphylococcus aureus,1280,Staphylococcus aureus LmrS,0.998954000000000,"Chloramphenicol,Erythromycin,Florfenicol,Kanamycin A,Linezolid,Streptomycin,Trimethoprim"
Staphylococcus aureus,1280,Acinetobacter baumannii AmvA,0.000027000000000,"Acriflavine,Erythromycin"
Staphylococcus aureus,1280,ClcD,0.000027000000000,"Clindamycin,Florfenicol,Linezolid,Quinupristin-Dalfopristin,Tiamulin"
Staphylococcus aureus,1280,AAC(3)-IIe,0.000027000000000,"2'-N-ethylNetilmicin,6'-N-ethylNetilmicin,Dibekacin,Netilmicin,Sisomicin,Tobramycin"
Staphylococcus aureus,1280,Tet(U),0.000381000000000,Tetracycline
Staphylococcus aureus,1280,CatA8,0.000883000000000,Chloramphenicol
Staphylococcus aureus,1280,Staphylococcus aureus FosB,0.572285000000000,Fosfomycin
Staphylococcus aureus,1280,Staphylococcus aureus norA,0.998600000000000,"CiprOfloxacin,Enoxacin,Norfloxacin,Ofloxacin"
Staphylococcus aureus,1280,FosB1,0.000258000000000,Fosfomycin
Staphylococcus aureus,1280,FosB4,0.001332000000000,Fosfomycin
Staphylococcus aureus,1280,FosB5,0.000054000000000,Fosfomycin
Staphylococcus aureus,1280,FosB6,0.000557000000000,Fosfomycin
Staphylococcus aureus,1280,FosD,0.003262000000000,Fosfomycin
Staphylococcus aureus,1280,AadA27,0.000014000000000,"Spectinomycin,Streptomycin"
Staphylococcus aureus,1280,Vga(E) Staphylococcus cohnii,0.000109000000000,"Clindamycin,Lincomycin,Retapamulin,Tiamulin,Valnemulin,Virginiamycin M1"
Staphylococcus aureus,1280,QacEdelta1,0.000054000000000,Disinfecting agents and antiseptics
Staphylococcus aureus,1280,BLMT,0.000027000000000,glycoPeptide antibiotic
Staphylococcus aureus,1280,MecC-type methicillin resistance repressor MecI,0.003629000000000,Methicillin
Staphylococcus aureus,1280,MsrF,0.000054000000000,Erythromycin
Staphylococcus aureus,1280,Mef(D),0.000054000000000,Macrolide antibiotic
Staphylococcus aureus,1280,MecC-type BlaZ,0.003629000000000,Penicillin
Staphylococcus aureus,1280,QacL,0.000014000000000,Disinfecting agents and antiseptics
Staphylococcus aureus,1280,OXA-919,0.000082000000000,"CarbaPenem,Cephalosporin,Penam"
Staphylococcus aureus,1280,ADC-103,0.000014000000000,Cephalosporin
Staphylococcus aureus,1280,EC-5,0.000014000000000,Cephalosporin
Staphylococcus aureus,1280,NorC,0.998709000000000,"Disinfecting agents and antiseptics,Fluoroquinolone antibiotic"
Staphylococcus aureus,1280,SepA,0.997037000000000,Disinfecting agents and antiseptics
Staphylococcus aureus,1280,SdrM,0.702734000000000,Norfloxacin
Staphylococcus aureus,1280,QacJ,0.002310000000000,Benzalkonium chloride
Staphylococcus aureus,1280,QacG,0.004335000000000,Benzalkonium chloride
Staphylococcus aureus,1280,FexB,0.000299000000000,Florfenicol
Staphylococcus aureus,1280,MefH,0.000027000000000,Macrolide antibiotic
Staphylococcus aureus,1280,FosY,0.003819000000000,Fosfomycin
Listeria monocytogenes,1639,Tetracycline-resistant ribosomal protection protein,0.019664000000000,Tetracycline antibiotic
Listeria monocytogenes,1639,TEM beta-lactamase,0.000096000000000,Ampicillin
Listeria monocytogenes,1639,PatA,0.000019000000000,Fluoroquinolone antibiotic
Listeria monocytogenes,1639,VanS,0.999461000000000,glycoPeptide antibiotic
Listeria monocytogenes,1639,EmrB,0.999846000000000,Fluoroquinolone antibiotic
Listeria monocytogenes,1639,VanY,0.000173000000000,glycoPeptide antibiotic
Listeria monocytogenes,1639,Bla1,0.000038000000000,Penam
Listeria monocytogenes,1639,Chloramphenicol acetyltransferase (CAT),0.001828000000000,Phenicol antibiotic
Listeria monocytogenes,1639,APH(3'),0.001712000000000,Aminoglycoside antibiotic
Listeria monocytogenes,1639,Tet(C),0.000019000000000,Tetracycline
Listeria monocytogenes,1639,Tet(K),0.000058000000000,Tetracycline
Listeria monocytogenes,1639,Tet(M),0.019799000000000,"Chlortetracycline,Demeclocycline,Doxycycline,Minocycline,Oxytetracycline,Tetracycline"
Listeria monocytogenes,1639,Tet(O),0.019818000000000,"Chlortetracycline,Demeclocycline,Doxycycline,Minocycline,Oxytetracycline,Tetracycline"
Listeria monocytogenes,1639,Tet(S),0.019799000000000,"Chlortetracycline,Demeclocycline,Doxycycline,Minocycline,Oxytetracycline,Tetracycline"
Listeria monocytogenes,1639,Tet(W),0.019799000000000,"Chlortetracycline,Demeclocycline,Doxycycline,Minocycline,Oxytetracycline,Tetracycline"
Listeria monocytogenes,1639,FosX,0.995170000000000,Fosfomycin
Listeria monocytogenes,1639,AcrB,0.000135000000000,"Cephalosporin,Disinfecting agents and antiseptics,Fluoroquinolone antibiotic,Penam,Phenicol antibiotic,Rifamycin antibiotic,Tetracycline antibiotic"
Listeria monocytogenes,1639,BlaR1,0.000038000000000,Penam
Listeria monocytogenes,1639,ANT(6),0.000308000000000,Aminoglycoside antibiotic
Listeria monocytogenes,1639,ANT(9),0.000385000000000,Aminoglycoside antibiotic
Listeria monocytogenes,1639,ANT(3'')-Ia,0.000019000000000,Aminoglycoside antibiotic
Listeria monocytogenes,1639,Chloramphenicol phosphotransferase,0.000096000000000,Phenicol antibiotic
Listeria monocytogenes,1639,ErmC,0.000269000000000,"Azithromycin,Clarithromycin,Clindamycin,Dalfopristin,Dirithromycin,Erythromycin,Griseoviridin,Lincomycin,Madumycin II,Oleandomycin,Ostreogrycin B3,Patricin A,Patricin B,Pristinamycin IA,Pristinamycin IB,Pristinamycin IC,Quinupristin,Roxithromycin,Spiramycin,Telithromycin,Tylosin,Vernamycin C,Virginiamycin M1,Virginiamycin S2"
Listeria monocytogenes,1639,MsrA,0.000135000000000,"Erythromycin,Quinupristin"
Listeria monocytogenes,1639,LsaA,0.000058000000000,"Clindamycin,Dalfopristin,Pleuromutilin,Quinupristin"
Listeria monocytogenes,1639,MphA,0.000019000000000,"Azithromycin,Clarithromycin,Dirithromycin,Erythromycin,Oleandomycin,Roxithromycin,Telithromycin"
Listeria monocytogenes,1639,MphC,0.000173000000000,"Azithromycin,Clarithromycin,Dirithromycin,Erythromycin,Oleandomycin,Roxithromycin,Spiramycin,Telithromycin,Tylosin"
Listeria monocytogenes,1639,AAC(3),0.999461000000000,Aminoglycoside antibiotic
Listeria monocytogenes,1639,VanC,0.000654000000000,glycoPeptide antibiotic
Listeria monocytogenes,1639,VanT,0.000404000000000,glycoPeptide antibiotic
Listeria monocytogenes,1639,ErmB,0.000404000000000,"Azithromycin,Clarithromycin,Clindamycin,Dalfopristin,Dirithromycin,Erythromycin,Griseoviridin,Lincomycin,Madumycin II,Oleandomycin,Ostreogrycin B3,Patricin A,Patricin B,Pristinamycin IA,Pristinamycin IB,Pristinamycin IC,Quinupristin,Roxithromycin,Spiramycin,Telithromycin,Tylosin,Vernamycin C,Virginiamycin M1,Virginiamycin S2"
Listeria monocytogenes,1639,Sul1,0.000019000000000,"Mafenide,Sulfacetamide,Sulfadiazine,Sulfadimidine,Sulfadoxine,Sulfamethizole,Sulfamethoxazole,Sulfasalazine,Sulfisoxazole"
Listeria monocytogenes,1639,Quinolone resistance protein (qnr),0.000038000000000,"CiprOfloxacin,Gatifloxacin,LevOfloxacin,Moxifloxacin,Nalidixic acid,Norfloxacin,Sparfloxacin"
Listeria monocytogenes,1639,NorB,0.999327000000000,"CiprOfloxacin,Moxifloxacin,Norfloxacin,Sparfloxacin"
Listeria monocytogenes,1639,AcrD,0.000135000000000,Aminoglycoside antibiotic
Listeria monocytogenes,1639,AcrF,0.000135000000000,"Cephalosporin,Cephamycin,Fluoroquinolone antibiotic,Penam"
