pathogen_name	taxonid	ARG_name	aro_id	frequency	antibiotic_name	drugclass	associated_MGE_type	associated_MGE_element
Salmonella enterica	28901	Tet(B)	3000166	0.066348	Tetracycline	Tetracycline antibiotic	plasmid,integron,transposon,IS	IncFIA,IncA/C2,S(IncFIB),pUTI89(IncFII),IncHI1A,pSA20064858.1,In2-10,pPNCS014881.1,p280_9355,HI1(IncFIA),pAR-0401-2,S(IncFII),Tn10,p08-4425.1,IS4,p280_12888,IncHI2,pCVM29188_146,IncX1,IS1,pSE81-1705-1,pRSB107(IncFII),IncR,pYY76-1-1,R27(IncHI1B),p10-3184.1,pHN7A8(IncFII),In1368,p66,pFORC79_2,IncFII,pSA20030575.1,pCoo(IncFII),Alpha(IncI1),pSRC27-H,pN13-01290_23,Col156,IncA/C,pO111_1,pFAM21845_1,In498,pHCM1,pPNCS007087.1,AP001918(IncFIB),IS6,pCFSAN027346-2,pPNCS015054_S2,pSE81-1706,pG5295-2,IncHI2A
Salmonella enterica	28901	Tet(C)	3000167	0.004831	Tetracycline	Tetracycline antibiotic	plasmid,transposon,integron,IS	IS5,In498,pKL53-M,IncA/C2,ColE10,1(IncI),IncHI2,pSLU-1913,pAPEC-O1-R,pNT1F31-96kb,Delta(IncI2),In1368,IS6,Alpha(IncI1),pSl2,Tn6309,IncHI2A,pSAN1-06-0624
Salmonella enterica	28901	Tet(D)	3000168	0.001463	Tetracycline	Tetracycline antibiotic	plasmid,integron,IS	IS5,In498,IncA/C2,pSNE1-1925,IS3,IncHI2,IncN,IS6,pKPC_CAV1321-244,pE70-sul2,IncHI2A,p1493-3
Salmonella enterica	28901	Tet(E)	3000173	0.000009	Tetracycline	Tetracycline antibiotic		
Salmonella enterica	28901	Tet(G)	3000174	0.00002	Tetracycline	Tetracycline antibiotic		
Salmonella enterica	28901	Tet(H)	3000175	0.000009	Tetracycline	Tetracycline antibiotic		
Salmonella enterica	28901	Tet(J)	3000177	0.000009	Tetracycline	Tetracycline antibiotic		
Salmonella enterica	28901	Tet(K)	3000178	0.000002	Tetracycline	Tetracycline antibiotic		
Salmonella enterica	28901	Tet(Y)	3000182	0.000011	Tetracycline	Tetracycline antibiotic	plasmid	IncW
Salmonella enterica	28901	Tet(M)	3000186	0.005377	Chlortetracycline,Demeclocycline,Doxycycline,Minocycline,Oxytetracycline,Tetracycline	Tetracycline antibiotic	plasmid,integron,IS	pSI96-1,IncA/C2,IncFIA,S(IncFIB),pSA20070548.1,IncHI1A,pGD31-F1928,In504,HI1(IncFIA),pCP66-6-IncFIC,S(IncFII),In282,pG3X16-2-3,IncHI2,pSI115-1,IncN,In1004,In1249,R27(IncHI1B),p11-0883.1,pST90-1,IS91,pSA20082869.1,p13C1065T-2,In901,IncFII,Alpha(IncI1),pCP131-IncFIB,pM160133_p1,In424,In498,IS6,AP001918(IncFIB),In879,p10-3881.1,FII(IncFIC),IncHI2A
Salmonella enterica	28901	Tet(O)	3000190	0.00533	Chlortetracycline,Demeclocycline,Doxycycline,Minocycline,Oxytetracycline,Tetracycline	Tetracycline antibiotic	plasmid	IncA/C2
Salmonella enterica	28901	Tet(Q)	3000191	0.000002	Chlortetracycline,Demeclocycline,Doxycycline,Minocycline,Oxytetracycline,Tetracycline	Tetracycline antibiotic		
Salmonella enterica	28901	Tet(S)	3000192	0.005312	Chlortetracycline,Demeclocycline,Doxycycline,Minocycline,Oxytetracycline,Tetracycline	Tetracycline antibiotic		
Salmonella enterica	28901	Tet(W)	3000194	0.005312	Chlortetracycline,Demeclocycline,Doxycycline,Minocycline,Oxytetracycline,Tetracycline	Tetracycline antibiotic		
Salmonella enterica	28901	Tet(32)	3000196	0.000015	Chlortetracycline,Demeclocycline,Doxycycline,Minocycline,Oxytetracycline,Tetracycline	Tetracycline antibiotic		
Salmonella enterica	28901	Cfr 23S ribosomal RNA methyltransferase	3000202	0.00002		Lincosamide antibiotic,Oxazolidinone antibiotic,Phenicol antibiotic,Streptogramin antibiotic		
Salmonella enterica	28901	Tet(X)	3000205	0.000074	Chlortetracycline,Demeclocycline,Doxycycline,Minocycline,Oxytetracycline,Tetracycline,Tigecycline	Tetracycline antibiotic		
Salmonella enterica	28901	EmrK	3000206	0.000081		Tetracycline antibiotic		
Salmonella enterica	28901	AcrB	3000216	0.998768		Cephalosporin,Disinfecting agents and antiseptics,Fluoroquinolone antibiotic,Penam,Phenicol antibiotic,Rifamycin antibiotic,Tetracycline antibiotic	plasmid	IncFII,HI1(IncFIA),IncX1,S(IncFII)
Salmonella enterica	28901	BlaR1	3000217	0.000004		Penam		
Salmonella enterica	28901	ANT(6)	3000225	0.000009		Aminoglycoside antibiotic		
Salmonella enterica	28901	ANT(9)	3000228	0.006222		Aminoglycoside antibiotic		
Salmonella enterica	28901	ANT(2'')-Ia	3000230	0.002367	Dibekacin,Kanamycin A,Sisomicin,Tobramycin	Aminoglycoside antibiotic	plasmid,integron,IS	In569,In300,pAMS-38c,p3846_IncHI2_mcr,IncFIA,IncA/C2,S(IncFIB),In571,pIncAC2-1502320,pCFSAN000405_01,pSA20025921.1,pSC7-vir,pECLA(IncFIB),In290,pKPN5,pKPC_CAV1344,In164,S(IncFII),In282,IncHI2,pAER-f909,In1004,p2448-1,IncX1,In159,In836,In574,IncR,In685,unitig_1,pAR-0405,p22429,pFORC79_2,pCTXM9_020038,In293,unitig_2,pSH11G0791,In498,In695,In161,IS6,AP001918(IncFIB),pSN254,pEC302/04,IncHI2A
Salmonella enterica	28901	ANT(3'')-Ia	3000232	0.086627		Aminoglycoside antibiotic		
Salmonella enterica	28901	TolC	3000237	0.99912		Aminocoumarin antibiotic,Aminoglycoside antibiotic,CarbaPenem,Cephalosporin,Cephamycin,Disinfecting agents and antiseptics,Fluoroquinolone antibiotic,Macrolide antibiotic,Penam,Penem,Peptide antibiotic,Phenicol antibiotic,Rifamycin antibiotic,Tetracycline antibiotic		
Salmonella enterica	28901	Chloramphenicol phosphotransferase	3000249	0.002948		Phenicol antibiotic		
Salmonella enterica	28901	ErmC	3000250	0.000007	Azithromycin,Clarithromycin,Clindamycin,Dalfopristin,Dirithromycin,Erythromycin,Griseoviridin,Lincomycin,Madumycin II,Oleandomycin,Ostreogrycin B3,Patricin A,Patricin B,Pristinamycin IA,Pristinamycin IB,Pristinamycin IC,Quinupristin,Roxithromycin,Spiramycin,Telithromycin,Tylosin,Vernamycin C,Virginiamycin M1,Virginiamycin S2	Lincosamide antibiotic,Macrolide antibiotic,Streptogramin antibiotic		
Salmonella enterica	28901	EmrY	3000254	0.000074		Tetracycline antibiotic		
Salmonella enterica	28901	MarA	3000263	0.997834		CarbaPenem,Cephalosporin,Cephamycin,Disinfecting agents and antiseptics,Fluoroquinolone antibiotic,Monobactam,Penam,Penem,Phenicol antibiotic,Rifamycin antibiotic,Tetracycline antibiotic	plasmid	Col440I,S(IncFII)
Salmonella enterica	28901	EmrE	3000264	0.00796				
Salmonella enterica	28901	MphA	3000316	0.009244	Azithromycin,Clarithromycin,Dirithromycin,Erythromycin,Oleandomycin,Roxithromycin,Telithromycin	Macrolide antibiotic	plasmid,integron,IS	p142_A-OXA181,pSI96-1,S(IncFIB),pC15_001,Col440I,HI1(IncFIA),pSal009,p13C1065T-3,3,pNMBU-W13E19_01,IncHI2,IncN,IncX1,p16-6773.1,pH17-3,IncFII,pCoo(IncFII),pSH11G0791,pLAP2_020030,tig00001069_pilon,In879,IncHI2A,p44-1,IncA/C2,p846,pSGB23,pKPGJ-2c,p220k,pCFSAN000934_02,In504,IncB/O/K/Z,pSI115-1,In909,IncR,pET6.2-IncFII,R27(IncHI1B),In556,pVC1374,pTJWQ005,In1137,In498,tig00001160,pNDM-CIT(IncHI1B),pCFSA664-1,pSI85-1,pCFSA1096,pNDM-CIT(IncHI1A),pUTI89(IncFII),IncHI1A,p133355_SW_C4_Cam-1,In313,p12-6919.2,K(IncFIB),pGMI17-002_1,pE28_002,p7102_58-6,pSUH-1,pD90-3,pCFSAN086837,tig00000004,p13520,p14EC029b,pR210-2-VIM,IS6,AP001918(IncFIB),pCTXM3_020032,p5-20710,pCys-6,pC50_002,IS1380,IncFIA,pMS14393B,pPNCS014881.1,tig00000002,S(IncFII),IncX4,pC52_003,p1_020003,pC629,pSF-173-1,pYY76-1-1,pCARB35_02,pSI111-1,pSI108-1,Alpha(IncI1),p0.1229_2,p87912,In502
Salmonella enterica	28901	MphB	3000318	0.000287	Azithromycin,Clarithromycin,Dirithromycin,Erythromycin,Oleandomycin,Roxithromycin,Spiramycin,Telithromycin,Tylosin	Macrolide antibiotic	plasmid,integron	IncHI2,In573,Alpha(IncI1),2,IncHI2A,pO83_CORR
Salmonella enterica	28901	AAC(3)	3000322	0.036965		Aminoglycoside antibiotic		
Salmonella enterica	28901	EreA	3000361	0.000181	Clarithromycin,Erythromycin,Roxithromycin	Macrolide antibiotic	plasmid,integron	In601,In525,In282,IncHI2,In1013,In889,In1133,In262,In172,IncHI2A
Salmonella enterica	28901	VanC	3000368	0.000002		glycoPeptide antibiotic		
Salmonella enterica	28901	ErmB	3000375	0.000276	Azithromycin,Clarithromycin,Clindamycin,Dalfopristin,Dirithromycin,Erythromycin,Griseoviridin,Lincomycin,Madumycin II,Oleandomycin,Ostreogrycin B3,Patricin A,Patricin B,Pristinamycin IA,Pristinamycin IB,Pristinamycin IC,Quinupristin,Roxithromycin,Spiramycin,Telithromycin,Tylosin,Vernamycin C,Virginiamycin M1,Virginiamycin S2	Lincosamide antibiotic,Macrolide antibiotic,Streptogramin antibiotic	plasmid,integron,IS	pMPCMY-2,IncA/C2,IncHI2,In571,pYPE12-122k,In901,IS6,Alpha(IncI1),p853EC3,IncHI2A
Salmonella enterica	28901	OprM	3000379	0.000002		Aminocoumarin antibiotic,Aminoglycoside antibiotic,CarbaPenem,Cephalosporin,Cephamycin,Diaminopyrimidine antibiotic,Disinfecting agents and antiseptics,Fluoroquinolone antibiotic,Macrolide antibiotic,Monobactam,Penam,Penem,Peptide antibiotic,Phenicol antibiotic,Sulfonamide antibiotic,Tetracycline antibiotic		
Salmonella enterica	28901	NorA	3000391	0.000002	Acriflavine,CiprOfloxacin,Norfloxacin	Disinfecting agents and antiseptics,Fluoroquinolone antibiotic		
Salmonella enterica	28901	Sul1	3000410	0.083873	Mafenide,Sulfacetamide,Sulfadiazine,Sulfadimidine,Sulfadoxine,Sulfamethizole,Sulfamethoxazole,Sulfasalazine,Sulfisoxazole	Sulfonamide antibiotic	plasmid,transposon,integron,IS	p142_A-OXA181,pSI96-1,pA708-1,pCAU16175_1,S(IncFIB),pC15_001,pEco70745_1,In714,pCTXM14_020022,In415,Col440I,In546,p13450-1,HI1(IncFIA),pSAN1-2010K-2577,pSal009,In761,3,p13C1065T-3,pHB25-1-vir,In282,pCVM44454,IncHI2,pST45-1,IncN,p2448-1,pFSIS1502169,IncX1,In159,IncL/M,pBML2537,In574,pSE81-1705-1,pk9,2,tig00000053_pilon,IS91,981p2,pC21-2,pCFSAN086833,In1368,pCAV1453-208,pM-3471_DHA,pSA20104250.1,pUMNK88,IncFII,pSC138,pCoo(IncFII),pSal-3973_DHA_CMY,pM-3851_DHA,pKPC_CAV1741,pO111_1,pSH11G0791,pLAP2_020030,IS3,pSI67-1,pCFSAN003890,pMTY14343_IncN,In879,pSI102-1,pHNHF1_NDM-9,pSN254,pC16_003,pEC656_KPC,IncHI2A,In986,p3846_IncHI2_mcr,IncA/C2,p846,p6409-151.583kb,p220k,pIncAC2-1502320,In1162,pCFSAN002069_01,tig00000137,IS110,pLS44712-MCR,In504,pHCM2(IncFIB),pTB201,pSE69-3861-1,IncB/O/K/Z,p1540-3,SARC14(IncFII),In277,pOXA1_020030,In1004,IncX5,pNE1127-2,pN069_2,IncR,pET6.2-IncFII,R27(IncHI1B),In556,pSal-4737_DHA,pPC9,pCFSA244-1,pESI,In398,pYDC107_184,pSO21_118,pKPC_CAV1176,pVC1374,pDM01,pSA20030575.1,pTJWQ005,In167,pD90-1,4,pN13-01290_23,In555,pSRC27-H,unitig_2,pCFSAN086835,In1137,pFAM21845_1,In498,p1_085039,pNDM-CIT(IncHI1B),pAPEC-O1-R,pKPC_CAV1492,pHCM1,In262,p1NQ3,pKPHS3,IncN2,pCFSA664-1,In172,pSI85-1,pNDM-CIT(IncHI1A),pBH100-1,FII(IncFIC),In366,pASP-135,pTMSNI47-1,pHR2-1,pBckp021-1,In127,IncHI1A,pUO-STmRV1,pIMP-20710,In790,In313,p133355_SW_C4_Cam-1,pBU53M1,pKEC-dc3,pCFSAN000405_01,p280_9355,plas4.1.1,pSC7-vir,pECLA(IncFIB),In290,pKPN5,pKPC_CAV1344,pSHV12-1301491,K(IncFIB),pO83_CORR,IncP6,ISL3,pC45_001,pGMI17-002_1,pBT2101,In573,p7102_58-6,pTB422,pET8.1-IncAC2,pE28_002,p3,pCFSA122-1,pGPN1,pPA45B,pAsa5-3432,pEC316_3,pHN7A8(IncFII),pEF01,pECAZ153_KPC,pEC448_OXA163,pVCR94,p22429,p1,pM-5360_DHA,pSUH-1,pCFSAN086834,In901,In653,pKC-Na-R1,pAR-0429-1,IncA/C,In1207,pCTXM9_020038,pSI170-1,In293,pSg1-NDM,tig00000004,p13520,In424,pS25-68,pST90-2,pKPC_CAV1217,pR16.0676_90k,pCFS3292-2,IS6,AP001918(IncFIB),pGMI17-004_1,pN55391,pSCU-125-2,pKP2_3,pCys-6,pC50_002,pPmi70746_1,p12519A,p5908-2,Tn6088,IncFIA,Yp(IncFII),In571,unitig_1_pilon,pASP-a58,PDM04,pSA20025921.1,tig00000002,pSE08-00436-1,p1_020143,pZN3-cfr-121kb,S(IncFII),In791,pSI173-2,IS4,p280_12888,pFSIS1502916,In836,pS7627-1,IS1,In119,pC629,pSF-173-1,pYY76-1-1,pCTXM15_000533,pST106-1,pWLK-NDM,pG3X16-2-2,pSAN1-1736,In889,ColRNAI,pFORC79_2,Alpha(IncI1),p77k,Tn21,p0.1229_2,Tn6029,p18-43_02,pS40-2,p87912,pSal-5091_DHA,pIncAC2-1502318,In371,p3-20710,IS30,pMR0617ndm,pST46-1,In502,In276,pCR14_2,pK18EC051
Salmonella enterica	28901	Sul2	3000412	0.093535	Mafenide,Sulfacetamide,Sulfadiazine,Sulfadimidine,Sulfadoxine,Sulfamethizole,Sulfamethoxazole,Sulfasalazine,Sulfisoxazole	Sulfonamide antibiotic	plasmid,transposon,integron,IS	pSI96-1,p33676_IncA/C,pCVM22513,S(IncFIB),pEcIMT16316,p14EC020b,pAR-0406-1,pSE104-1,In2-10,Col440I,In546,pSNE2-1926,pAR-0401-1,p13450-1,pCRE10.1,HI1(IncFIA),pFORC51,pSal009,p13C1065T-3,pCP8-3-IncQ,pMCR8_020135,p5696-1,IncHI2,pST45-1,IncN,pKOX_R1,IncX1,pSTY1-1896,In83,tig00000195,PCN061p3,pSNE1-1924,2,pN45955_1,A,pEA-1,IS91,p2974-D,pTB221,pYU39_IncA/C,pSNE1-1925,In1368,pRM12581,pTetA_020022,pM-3471_DHA,pUMNK88,pEI-MS-17-156-1,IncFII,pCVMN1543,pCoo(IncFII),pSCKLB555-3,pSal-3973_DHA_CMY,pM-3851_DHA,pCVM21550,pSH11G0791,IS3,pSI67-1,tig00001069_pilon,pCFSAN003890,pSNE2-1923,pSE124-1,In879,pSI102-1,pSN254,p34981_1,IncHI2A,p7,tig00001189,pCFSAN074384_1,IncA/C2,Tn6027,p846,pAUSMDU00008979_01,p6234-198.371kb,pTC_N40607,pCFSAN000934_02,IncQ1,pSTY1-2010K-1587,pN53043_1,IS110,pLS44712-MCR,pSARB26_02,pCVM22425,pAR-0401-2,pJ31,IncB/O/K/Z,pSI115-1,In1004,pNE1127-2,IncR,pGMI17-001_1,R27(IncHI1B),In556,pSal-4737_DHA,pST90-1,pCVM19633_110,pAR-0408,p168-2,pSL26_IncA/C2,p13C1065T-2,pYDC107_184,pVC1374,pCFS3273-2,pDM01,pTJWQ005,pD90-1,pSRC27-H,pN13-01290_23,pYDC107_70,pFAM21845_1,pM160133_p1,In498,pSE1004839,pNDM-CIT(IncHI1B),pHCM1,pQJDsal1,pKP13f,pCVM21538,pDEC5D-2,pKPHS3,pSDU1-USMARC-69807,pCFSA664-1,p12367A,pSI85-1,pCombat11I9-1,pNDM-CIT(IncHI1A),FII(IncFIC),pEC448_1,pMCR-H8,pAB17H194-1,pUTI89(IncFII),pR18.0877_278k,IncHI1A,pUO-STmRV1,pYU07-18_IncA/C2,p1540-2,pCFSAN000405_01,plas4.1.1,134q,IncAC2,pEQAS2016S1-1,K(IncFIB),pO83_CORR,p600657_8,pS7697-1,pSNE2-2012K-0663,pSNE1-1929,pET8.1-IncAC2,p2-101,p08EU827_2,p3,pSO21_IncA/C2,pCFSA122-1,pNV-Y394,pHN7A8(IncFII),pSC-31-2,p22429,p1,pM-5360_DHA,pAR-0429-1,pSCU-123-2,pCFSAN086837,tig00000004,p13520,IS5,pKP27-MCR1,pSA20143792.1,pR16.0676_90k,IS6,AP001918(IncFIB),pGMI17-004_1,pCFSAN027346-2,p12579_4,p12519B,pAR-0427-1,pSCU-125-2,pCREC-591_3,p34977-263.138kb,pSal-5091_CMY,p12519A,p5908-2,IncFIA,pLKSZ02,pSDU2-USMARC-69840,p22453_1,pSA20025921.1,pMRSN346647_113.1,pST-1,pSE08-00436-1,p1493-3,pM160133_p2,S(IncFII),In791,pSNE3-1928,pEIB202,pMCR8_095845,pMR0617aac,pS7627-1,IS1,pK91,pC629,pSE08-00436-2,pTB211,pR19.2839_83k,pSD134209-1,pSAN1-1736,p11k,pST101-1,TY474p3,pFORC19,pCP53-92k,tig00007555j7554,pDEC5B-3,ColRNAI,pENT-8a4,pEGY3,In1103,Alpha(IncI1),pMPTEM-30,pFORC74_3,Tn6029,pAR-0402,pTB182A-3,p08-5333.1,pS40-2,p87912,pAMSC1,pSal-5091_DHA,In371,pST46-1,pQnrB4_020042,pLAP2_020079,IncY,pAMSH1,pSal-5364
Salmonella enterica	28901	Sul3	3000413	0.010912	Mafenide,Sulfacetamide,Sulfadiazine,Sulfadimidine,Sulfadoxine,Sulfamethizole,Sulfamethoxazole,Sulfasalazine,Sulfisoxazole	Sulfonamide antibiotic	plasmid,transposon,integron,IS	p33676_IncA/C,S(IncFIB),HI1(IncFIA),pG3X16-2-3,IncHI2,pST45-1,IncN,pPE15-IncF,IncX1,p16-6773.1,p14EC001c,tig00000003,IncFII,pSC138,pCAV1596-41,IS3,pSI67-1,In879,IncHI2A,In986,IncA/C2,pSGB23,p220k,pLS44712-MCR,pJ31,In1004,In909,pCFSA12,IncR,R27(IncHI1B),In556,pCVM19633_110,p13C1065T-2,p14EC007b,unitig_2,pSY3626C1_124k,In498,pEC974-3,pHS13-1-IncHI2,In172,pCFSA1096,pMCR-H8,FII(IncFIC),pHR2-1,pR18.0877_278k,IncHI1A,pUO-STmRV1,plas4.1.1,pLH94-8,K(IncFIB),pMCR_W5-6,pSCKLB555-1,In1249,In640,pCFSA122-1,TY474p2,p1,pMTY18780-1_lncHI2,pEC2-1,In901,pCFSAN086837,p14EC029c,In424,IS6,AP001918(IncFIB),In1003,pTH164-1,p12519A,Tn6088,pSA20070548.1,IncFIA,In571,pZF31-tetX-119kb,PDM04,pSE08-00436-1,S(IncFII),pST106-1,In1114,p14EC033f,ColRNAI,In1103,Alpha(IncI1),pWW012,pCP131-IncFIB,pST46-1,pSal-5364,pKP121-1-mcr
